Company,City,Country,Industry,Investor,Last Valuation,Unicorn
Legion Technologies,Palo Alto,United States,Human Resources,Norwest Venture Partners,350000000,0
Castle Creek Biosciences,Exton,United States,Biopharma,Paragon Biosciences,350000000,0
Honeycomb,San Francisco,United States,Cloud Data Services,Insight Partners,350000000,0
Terminus,Atlanta,United States,Advertising Platforms,HubSpot,350000000,0
Booksy,San Francisco,United States,Enterprise Resource Planning (ERP),KAYA,350000000,0
Citizen,New York,United States,Apps,Sequoia Capital,350000000,0
Housecall Pro,Denver,United States,Apps,General Catalyst,350000000,0
Lob,San Francisco,United States,Courier Service,Y Combinator,350000000,0
ProducePay,Los Angeles,United States,Agriculture,500 Global,350000000,0
PeerStreet,El Segundo,United States,Crowdfunding,Andreessen Horowitz,350000000,0
Placemakr,Washington,United States,Hospitality,MetaProp,350000000,0
Digital.ai,Boston,United States,Artificial Intelligence,,350000000,0
Amberdata,Palo Alto,United States,Blockchain,Coinbase,330000000,0
Bevy,Palo Alto,United States,Communities,Accel,325000000,0
Rancher Labs,Cupertino,United States,Cloud Computing,Nexus Venture Partners,320000000,0
Balbix,San Jose,United States,Artificial Intelligence,Mubadala Capital Ventures,300000000,0
Veem,San Francisco,United States,Bitcoin,Digital Currency Group,300000000,0
Clarifai,Wilmington,United States,Artificial Intelligence,GV,300000000,0
Unravel Data,Palo Alto,United States,Analytics,Menlo Ventures,300000000,0
AtScale,San Mateo,United States,Analytics,Wells Fargo & Company,300000000,0
Osso VR,San Francisco,United States,Medical,National Science Foundation,300000000,0
Songtradr,Santa Monica,United States,Digital Entertainment,Regal Funds Management,300000000,0
PicnicHealth,San Francisco,United States,Analytics,Y Combinator,300000000,0
LendingHome,San Francisco,United States,Financial Services,Sberbank,300000000,0
Zeus Living,San Francisco,United States,Home Decor,Airbnb,300000000,0
HopSkipDrive,Los Angeles,United States,Child Care,Alumni Ventures,300000000,0
Havenly,Denver,United States,Consumer,500 Global,300000000,0
Zenlayer,Diamond Bar,United States,Cloud Computing,MDI Ventures,300000000,0
Synack,Redwood City,United States,Artificial Intelligence,Techstars,300000000,0
RightHand Robotics,Somerville,United States,Artificial Intelligence,National Science Foundation,300000000,0
ujet.cx,San Francisco,United States,Call Center,Relay Ventures,300000000,0
Appcues,Boston,United States,Analytics,NewSpring,300000000,0
Noodle.ai,San Francisco,United States,Artificial Intelligence,ServiceNow,300000000,0
Eden Health,New York,United States,Employee Benefits,Insight Partners,300000000,0
Defined.ai,Seattle,United States,Artificial Intelligence,Mastercard,300000000,0
Petuum,Pittsburgh,United States,Artificial Intelligence,Tencent,300000000,0
Scratchpay,Pasadena,United States,Financial Services,Alumni Ventures,300000000,0
Robin.io,San Jose,United States,Data Center,DN Capital,300000000,0
Reflektive,San Francisco,United States,Human Resources,Andreessen Horowitz,300000000,0
Kinetica,San Francisco,United States,Analytics,GreatPoint Ventures,300000000,0
Arrakis Therapeutics,Waltham,United States,Biopharma,WuXi AppTec,300000000,0
Hound Labs,Oakland,United States,Alternative Medicine,Icon Ventures,300000000,0
NuProbe,Boston,United States,Biotechnology,WuXi AppTec,300000000,0
Accent Therapeutics,Lexington,United States,Biotechnology,GV,300000000,0
Ancient Nutrition,Franklin,United States,Dietary Supplements,VMG Partners,300000000,0
Faraday Pharmaceuticals,Seattle,United States,Biotechnology,ARCH Venture Partners,300000000,0
Centrexion,Boston,United States,Biotechnology,Eli Lilly,300000000,0
Prisma SD-WAN,San Jose,United States,Cloud Security,Bain Capital Ventures,300000000,0
Blade Therapeutics,South San Francisco,United States,Biopharma,Bristol Myers Squibb,300000000,0
Scout Exchange,Boston,United States,Computer,,300000000,0
Arkose Labs,San Mateo,United States,Cyber Security,Alchemist Accelerator,300000000,0
Yumanity Therapeutics,Boston,United States,Biotechnology,Fidelity Management and Research Company,300000000,0
Hengrui Therapeutics,Princeton,United States,Biopharma,HR Bio Holdings,300000000,0
Elysium,New York,United States,Health Care,General Catalyst,300000000,0
5miles,Dallas,United States,E-Commerce,IDG Capital,300000000,0
Nova Credit,San Francisco,United States,Credit,General Catalyst,300000000,0
HyperGrid™,Los Altos,United States,Cloud Computing,GGV Capital,300000000,0
NYMBUS,Jacksonville,United States,Banking,Insight Partners,300000000,0
Snappy,New York,United States,Enterprise Software,83North,300000000,0
Hipcamp,San Francisco,United States,Content,Andreessen Horowitz,300000000,0
Innovusion,Sunnyvale,United States,Automotive,Temasek Holdings,300000000,0
MPOWER Financing,Washington,United States,Finance,Goldman Sachs,300000000,0
PerimeterX,San Mateo,United States,Computer,DCVC,300000000,0
Anomali,Redwood City,United States,Analytics,General Catalyst,300000000,0
PatientPing,Boston,United States,Health Care,Andreessen Horowitz,300000000,0
AllStripes,San Francisco,United States,Big Data,Village Global,300000000,0
UpKeep,Los Angeles,United States,B2B,Insight Partners,295000000,0
CyberGRX,Denver,United States,Analytics,GV,290000000,0
Kasisto,New York,United States,Artificial Intelligence,NCR,285000000,0
Cerevance,Cambridge,United States,Biotechnology,Takeda,285000000,0
Entertainment Data Oracle (EDO),Los Angeles,United States,Analytics,Breyer Capital,280000000,0
Fyusion,San Francisco,United States,Android,New Enterprise Associates,275000000,0
Cherre,New York,United States,Analytics,Silicon Valley Bank,260000000,0
Recycle Track Systems,New York,United States,Environmental Engineering,Gaingels,260000000,0
Measurabl,San Diego,United States,Business Intelligence,Cushman & Wakefield,250000000,0
Suki,Redwood City,United States,Artificial Intelligence,Gaingels,250000000,0
Humu,Mountain View,United States,Artificial Intelligence,Alumni Ventures,250000000,0
DataGrail,San Francisco,United States,Compliance,DocuSign,250000000,0
Drip Capital,Palo Alto,United States,Blockchain,Accel,250000000,0
Socotra,San Francisco,United States,Enterprise Software,Insight Partners,250000000,0
STRIVR,Palo Alto,United States,Enterprise,Bank of America,250000000,0
CodeSignal,San Francisco,United States,Employment,Alumni Ventures,250000000,0
Jiko,Berkeley,United States,Banking,Digital Currency Group,250000000,0
Candid,New York,United States,Beauty,Bessemer Venture Partners,250000000,0
Lilt,San Francisco,United States,Artificial Intelligence,Sequoia Capital,250000000,0
OneDrop,New York,United States,Apps,Bayer,250000000,0
VergeSense,San Francisco,United States,Analytics,Y Combinator,250000000,0
Kentik,San Francisco,United States,Cloud Data Services,Gaingels,250000000,0
Exiger,New York,United States,Consulting,Monroe Capital,250000000,0
strongDM,Burlingame,United States,Infrastructure,Sequoia Capital,250000000,0
Dia&Co,New York,United States,E-Commerce,Sequoia Capital,250000000,0
Florence Healthcare,Atlanta,United States,Biotechnology,Alumni Ventures,250000000,0
Tecovas,Austin,United States,Direct Sales,Plus Capital,250000000,0
Molekule,San Francisco,United States,Health Care,Foxconn Technology Group,250000000,0
Turvo,Sunnyvale,United States,Enterprise Software,Mubadala Capital Ventures,250000000,0
LeoLabs,Menlo Park,United States,Aerospace,Insight Partners,250000000,0
Simon Data,New York,United States,Advertising,BoxGroup,250000000,0
Hazel Technologies,Chicago,United States,Agriculture,Temasek Holdings,250000000,0
HEAVY.AI,San Francisco,United States,Analytics,NVIDIA,250000000,0
EdCast,Mountain View,United States,Cloud Data Services,StartX (Stanford-StartX Fund),250000000,0
Valimail,San Francisco,United States,Cyber Security,Insight Partners,250000000,0
Maxwell Financial Labs,Denver,United States,Credit,Techstars,250000000,0
Once Upon a Farm,San Diego,United States,Baby,S2G Ventures,250000000,0
NEXA3D,Ventura,United States,3D Printing,OurCrowd,250000000,0
Akoya Biosciences,Marlborough,United States,Biotechnology,Innovatus Capital Partners,250000000,0
Soothe,Los Angeles,United States,Personal Health,AngelList Talent,250000000,0
Pivotal Commware,Kirkland,United States,Computer,Lux Capital,250000000,0
Lola.com,Boston,United States,Apps,Accel,250000000,0
ParkourSC,San Jose,United States,Asset Management,Cota Capital,250000000,0
AutoGravity,El Segundo,United States,Automotive,Mercedes-Benz Group AG,250000000,0
Keros Therapeutics,Lexington,United States,Biotechnology,OrbiMed,250000000,0
b8ta,San Francisco,United States,Electronics,Macy's,250000000,0
Humatics,Waltham,United States,Collaboration,Alumni Ventures,250000000,0
Drone Racing League,New York,United States,Drones,Allianz,250000000,0
CNEX Labs,San Jose,United States,Application Specific Integrated Circuit (ASIC),Alumni Ventures,250000000,0
Glympse Bio,Cambridge,United States,Biotechnology,Temasek Holdings,250000000,0
Soft Robotics,Bedford,United States,Advanced Materials,ABB,250000000,0
Route 92 Medical,San Mateo,United States,Health Care,Norwest Venture Partners,250000000,0
AI Therapeutics,Guilford,United States,Artificial Intelligence,BioVenture,250000000,0
good culture,California City,United States,Food and Beverage,General Mills,250000000,0
YI Technology,Sunnyvale,United States,Consumer Electronics,Qiming Venture Partners,250000000,0
OncoResponse,Seattle,United States,Biopharma,ARCH Venture Partners,250000000,0
Stampli,Mountain View,United States,Accounting,Insight Partners,250000000,0
FloQast,Sherman Oaks,United States,Accounting,Norwest Venture Partners,250000000,0
Getaway,Brooklyn,United States,Hospitality,Alumni Ventures,250000000,0
TheGuarantors,New York,United States,Credit,Kima Ventures,250000000,0
Caresyntax,Boston,United States,Analytics,BlackRock,250000000,0
Arterys,San Francisco,United States,Cloud Computing,Temasek Holdings,250000000,0
Axoni,New York,United States,Analytics,Citi,250000000,0
Vium,San Mateo,United States,Biotechnology,DCVC,250000000,0
Cape Analytics,Mountain View,United States,Analytics,DCVC,250000000,0
Turing Pharmaceuticals,New York,United States,Biopharma,Martin Shkreli,250000000,0
Flex Logix Technologies,Mountain View,United States,Artificial Intelligence,Eclipse Ventures,235000000,0
Hologram,Chicago,United States,Information Technology,Espresso Capital,235000000,0
Cloud9,Los Angeles,United States,eSports,Craft Ventures,230000000,0
Tidelift,Boston,United States,Developer Platform,Kaiser Permanente,230000000,0
Cricket Health,Boston,United States,Health Care,Nexus Venture Partners,230000000,0
Braavo Capital,New York,United States,B2B,SV Angel,225000000,0
5 Point Medical,San Francisco,United States,Health Care,,225000000,0
Wise Systems,Cambridge,United States,Artificial Intelligence,Techstars,215000000,0
OPKIX,Costa Mesa,United States,Consumer,Steven Silverstein,205700000,0
Inspectorio,Minneapolis,United States,Consumer Goods,Techstars,200000000,0
Tibit Communications,Petaluma,United States,Information Technology,Juniper Networks,200000000,0
Grailed,New York,United States,E-Commerce,Goat Group,200000000,0
Health Gorilla,Mountain View,United States,Electronic Health Record (EHR),DCVC,200000000,0
Cotopaxi,Salt Lake City,United States,Consumer Goods,Correlation Ventures,200000000,0
One Concern,Menlo Park,United States,Analytics,Haystack,200000000,0
Cynet,New York,United States,Computer,Norwest Venture Partners,200000000,0
Hazelcast,San Mateo,United States,Cloud Computing,European Bank for Reconstruction and Development,200000000,0
Armory,San Mateo,United States,Cloud Computing,Gaingels,200000000,0
Clinc,Ann Arbor,United States,Artificial Intelligence,National Science Foundation,200000000,0
Robin,Boston,United States,Business Intelligence,Autodesk,200000000,0
Jetty,New York,United States,Consumer Software,Alumni Ventures,200000000,0
Forward Networks,Santa Clara,United States,Computer,Andreessen Horowitz,200000000,0
Hollar,Commerce,United States,Consumer Electronics,Lightspeed Venture Partners,200000000,0
Fauna,San Francisco,United States,Database,Alumni Ventures,200000000,0
Dealpath,San Francisco,United States,Commercial Real Estate,Bechtel Corporation,200000000,0
Digit,San Francisco,United States,Analytics,General Catalyst,200000000,0
Transfix,New York,United States,B2B,New Enterprise Associates,200000000,0
Hungryroot,New York,United States,Artificial Intelligence,Lightspeed Venture Partners,200000000,0
Pair Eyewear,New York,United States,E-Commerce,Norwest Venture Partners,200000000,0
Afero,Los Altos,United States,Hardware,SoftBank,200000000,0
Constructor,San Francisco,United States,Artificial Intelligence,Fusion Fund,200000000,0
CookUnity,Brooklyn,United States,Consumer Applications,Gaingels,200000000,0
INTURN,New York,United States,B2B,FJ Labs,200000000,0
NimbleRx,Redwood City,United States,Health Care,Sequoia Capital,200000000,0
Tailor Brands,Brooklyn,United States,Advertising,OurCrowd,200000000,0
Cordial,San Diego,United States,Email Marketing,NewSpring,200000000,0
Upbound,Seattle,United States,Cloud Computing,GV,200000000,0
Buoy Health,Boston,United States,Apps,Humana,200000000,0
ThirdLove,San Francisco,United States,E-Commerce,Andreessen Horowitz,200000000,0
Osaro,San Francisco,United States,Artificial Intelligence,Pegasus Tech Ventures,200000000,0
AnyRoad,San Francisco,United States,Big Data,500 Global,200000000,0
Proscia,Philadelphia,United States,Artificial Intelligence,Flybridge,200000000,0
mabl,Boston,United States,Developer Tools,Amplify Partners,200000000,0
Tempo Automation,San Francisco,United States,Automotive,Alumni Ventures,200000000,0
ShiftLeft,Santa Clara,United States,Cloud Security,Bain Capital Ventures,200000000,0
Arable,San Francisco,United States,Agriculture,Alumni Ventures,200000000,0
AttackIQ,San Diego,United States,Computer,Gaingels,200000000,0
Roadie,Atlanta,United States,Apps,SOSV,200000000,0
Diamanti,San Jose,United States,Cloud Computing,Goldman Sachs,200000000,0
Mendel.ai,San Jose,United States,Analytics,IndieBio,200000000,0
SpyCloud,Austin,United States,Cyber Security,M12 - Microsoft's Venture Fund,200000000,0
Crew,San Francisco,United States,Collaboration,Sequoia Capital,200000000,0
IsoPlexis,Branford,United States,Biotechnology,Advantage Capital,200000000,0
Spring Labs,Marina Del Rey,United States,Credit,500 Global,200000000,0
Kiddom,San Francisco,United States,E-Learning,Khosla Ventures,200000000,0
FogHorn,Sunnyvale,United States,Industrial,General Electric,200000000,0
LevelTen Energy,Seattle,United States,Energy,Google,200000000,0
Wizeline,San Francisco,United States,B2B,Sierra Ventures,200000000,0
Clear Labs,San Carlos,United States,Biotechnology,Tencent,200000000,0
Esperanto Technologies,Mountain View,United States,Artificial Intelligence,Fort Ross Ventures,200000000,0
Modsy,San Francisco,United States,3D Technology,Norwest Venture Partners,200000000,0
Outdoor Voices,Austin,United States,E-Commerce,Blue Bottle Coffee,200000000,0
FarmWise,San Francisco,United States,Agriculture,Alumni Ventures,200000000,0
Pro.com,Seattle,United States,Home Improvement,Andreessen Horowitz,200000000,0
LeaseLock,Marina Del Rey,United States,Artificial Intelligence,500 Global,200000000,0
Poplar Homes,Cupertino,United States,Property Management,Jeff Dean,200000000,0
NovaSignal,Los Angeles,United States,Artificial Intelligence,National Science Foundation,200000000,0
Yamibuy,Brea,United States,Beauty,JP Morgan,200000000,0
Skycatch,San Francisco,United States,Artificial Intelligence,Gaingels,200000000,0
Solera Health,Phoenix,United States,Health Care,Adams Street Partners,200000000,0
Pat McGrath Labs,New York,United States,Fashion,Eurazeo,200000000,0
Overhaul,Austin,United States,Logistics,Edison Partners,200000000,0
Visible Alpha,New York,United States,Analytics,Bank of America,200000000,0
Aaptiv,New York,United States,Fitness,Warner Music Group,200000000,0
LevaData,San Jose,United States,Artificial Intelligence,Tola Capital,200000000,0
Prellis Biologics,San Francisco,United States,3D Printing,IndieBio,200000000,0
Pillar Biosciences,Natick,United States,Biotechnology,ORI Capital,200000000,0
OpenLegacy,Princeton,United States,Developer APIs,PRYTEK,200000000,0
PebblePost,New York,United States,Ad Retargeting,Horizon Technology Finance,200000000,0
PierianDx,St Louis,United States,Biotechnology,OrbiMed,200000000,0
Orion Labs,San Francisco,United States,Artificial Intelligence,Celesta Capital,200000000,0
Locus Biosciences,Morrisville,United States,Biopharma,Tencent,200000000,0
Igneous,Seattle,United States,Big Data,Madrona,200000000,0
Rheos Medicines,Cambridge,United States,Biopharma,Third Rock Ventures,200000000,0
Framebridge,Washington,United States,E-Commerce,T. Rowe Price,200000000,0
WireWheel.io,Arlington,United States,Compliance,New Enterprise Associates,200000000,0
Arista NDR,Santa Clara,United States,Cloud Security,Greylock,200000000,0
Dreamscape Immersive,Santa Monica,United States,Digital Entertainment,AMC Theatres,200000000,0
Moleaer,Torrance,United States,Energy,Apollo,200000000,0
Religion of Sports,Santa Monica,United States,Broadcasting,LionTree,200000000,0
Landmark Health,Latham,United States,Health Care,General Atlantic,200000000,0
FIGS,Los Angeles,United States,Consumer Goods,Techstars,200000000,0
RealtyShares,San Francisco,United States,Crowdfunding,500 Global,200000000,0
4C Medical Technologies,Maple Grove,United States,Health Care,MicroPort CardioFlow,200000000,0
High Fidelity,San Francisco,United States,Audio,Blockchain Capital,200000000,0
CODA Biotherapeutics,South San Francisco,United States,Biotechnology,Novartis,200000000,0
The Players' Tribune,New York,United States,Digital Media,IVP,200000000,0
AllyO,Palo Alto,United States,Artificial Intelligence,Sapphire Ventures,200000000,0
K4Connect,Raleigh,United States,Elder Care,Sierra Ventures,200000000,0
TAE Life Sciences,Foothill Ranch,United States,Biotechnology,Artis Ventures (AV),200000000,0
Axial Biotherapeutics,Woburn,United States,Biopharma,Seventure Partners,200000000,0
Decisely,Alpharetta,United States,Business Development,Edgewood Partners Insurance Center,200000000,0
Nevakar,Bridgewater,United States,Biopharma,Oxford Finance LLC,200000000,0
Onkos Surgical,Parsippany,United States,Health Care,3D Systems,200000000,0
Cybrexa Therapeutics,New Haven,United States,Biotechnology,Advantage Capital,200000000,0
4iQ,Los Altos,United States,Artificial Intelligence,TheVentureCity,200000000,0
Neighbor,Lehi,United States,Information Technology,Andreessen Horowitz,200000000,0
LOLA,New York,United States,Consumer,BoxGroup,200000000,0
Datavant,San Francisco,United States,Biopharma,Roivant Sciences,200000000,0
Alpaca,San Mateo,United States,Developer APIs,Alumni Ventures,200000000,0
Kika Tech,San Jose,United States,Android,CRCM Ventures,200000000,0
Neurana Pharmaceuticals,San Diego,United States,Biotechnology,Longitude Capital,200000000,0
Bungalow,San Francisco,United States,Communities,Gaingels,200000000,0
Cyanogen,Menlo Park,United States,Android,Tencent,200000000,0
WorkSpan,San Bernardino,United States,Computer,Insight Partners,200000000,0
CareGuardian,New York,United States,Bioinformatics,Lux Capital,200000000,0
Landos Biopharma,Blacksburg,United States,Biopharma,Perceptive Advisors,200000000,0
Entrinsic Bioscience,Norwood,United States,Biotechnology,Jefferies,200000000,0
WorkRamp,San Carlos,United States,Corporate Training,Y Combinator,200000000,0
Proxy,San Francisco,United States,Augmented Reality,Blackbird Ventures,200000000,0
SafeGraph,San Francisco,United States,Analytics,FJ Labs,200000000,0
Embrace,Culver City,United States,Analytics,Techstars,200000000,0
Blueshift,San Francisco,United States,Artificial Intelligence,Espresso Capital,200000000,0
ThreatQuotient,Reston,United States,Analytics,Gaingels,200000000,0
Shelf,Stamford,United States,Knowledge Management,SeedInvest,200000000,0
LightStep,San Francisco,United States,Application Performance Management,Sequoia Capital,200000000,0
LoanSnap,San Francisco,United States,Financial Services,Liquid 2 Ventures,200000000,0
Palvella Therapeutics,Wayne,United States,Biotechnology,BioAdvance,200000000,0
TaxJar,Boston,United States,E-Commerce,Insight Partners,200000000,0
RiverMend Health,Atlanta,United States,Fitness,Norwest Venture Partners,200000000,0
Openpath,Culver City,United States,Hardware,Bonfire Ventures,200000000,0
Kaiam,Karachi,Pakistan,E-Commerce,U.S. Venture Partners,200000000,0
StackRox,Mountain View,United States,Cloud Computing,Sequoia Capital,200000000,0
Cloud9 Technologies,New York,United States,Internet,JP Morgan Chase,200000000,0
Partner Therapeutics,Boston,United States,Biotechnology,Adams Street Partners,200000000,0
Button,New York,United States,Enterprise Software,Norwest Venture Partners,190000000,0
DefenseStorm,Alpharetta,United States,Banking,Live Oak Banking Company,185000000,0
Usermind,Seattle,United States,Business Intelligence,Andreessen Horowitz,178500000,0
Oasis Labs,San Francisco,United States,Blockchain,Polychain,170000000,0
Smarter Sorting,Austin,United States,Compliance,G2 Venture Partners,170000000,0
M.Gemi,Boston,United States,E-Commerce,Accel,170000000,0
Shipwell,Austin,United States,Analytics,Fifth Wall,165000000,0
Nom Nom,Nashville,United States,Consumer Goods,CircleUp,164500000,0
Burrow,New York,United States,Direct Sales,Alumni Ventures,160000000,0
Stratifyd,Charlotte,United States,Analytics,Tencent,160000000,0
SkySafe,San Diego,United States,Aerospace,Andreessen Horowitz,152000000,0
CrowdStreet,Austin,United States,Crowdfunding,TIAA,150000000,0
GOQii,Menlo Park,United States,Consumer Electronics,Animoca Brands,150000000,0
Propel Software Solutions,Santa Clara,United States,Cloud Infrastructure,Alumni Ventures,150000000,0
Pulumi,Seattle,United States,Cloud Computing,Madrona,150000000,0
Cyberhaven,Palo Alto,United States,Cloud Security,Costanoa Ventures,150000000,0
Descartes Labs,Santa Fe,United States,Agriculture,DCVC,150000000,0
Triplebyte,San Francisco,United States,Human Resources,Y Combinator,150000000,0
Autobooks,Detroit,United States,Accounting,Macquarie Capital,150000000,0
Embroker,San Francisco,United States,Enterprise Software,500 Global,150000000,0
CareStack,Kissimmee,United States,Dental,Accel,150000000,0
Singular,San Francisco,United States,Advertising,Norwest Venture Partners,150000000,0
LogiNext,Jersey City,United States,Analytics,Tiger Global Management,150000000,0
NewtonX,New York,United States,B2B,Gaingels,150000000,0
ZineOne,Milpitas,United States,Artificial Intelligence,Norwest Venture Partners,150000000,0
NeuroFlow,Philadelphia,United States,Fitness,Alumni Ventures,150000000,0
Connectbase,Milford,United States,Analytics,Silicon Valley Bank,150000000,0
Feather,New York,United States,Furniture,Y Combinator,150000000,0
Crexi,Marina Del Rey,United States,Commercial Real Estate,FJ Labs,150000000,0
Diligent Robotics,Austin,United States,Artificial Intelligence,National Science Foundation,150000000,0
Textio,Seattle,United States,Artificial Intelligence,Emergence,150000000,0
Coder,Austin,United States,Cloud Computing,Founders Fund,150000000,0
Cargomatic,Long Beach,United States,Logistics,Warburg Pincus,150000000,0
Zendrive,San Francisco,United States,Automotive,AME Cloud Ventures,150000000,0
Kaiyo,New York,United States,E-Commerce,Correlation Ventures,150000000,0
Even.com,Oakland,United States,Apps,Silicon Valley Bank,150000000,0
Symbiont,New York,United States,Blockchain,Galaxy Digital,150000000,0
SafeBreach,Sunnyvale,United States,Cyber Security,Sequoia Capital,150000000,0
Xage Security,Palo Alto,United States,Cyber Security,OurCrowd,150000000,0
Wave,Los Angeles,United States,Concerts,Seedcamp,150000000,0
Skilljar,Seattle,United States,B2B,Techstars,150000000,0
ThreatX,Louisville,United States,Cyber Security,Grotech Ventures,150000000,0
Clyde,New York,United States,E-Commerce,Techstars,150000000,0
Tigera,San Francisco,United States,Cloud Security,Insight Partners,150000000,0
Enlitic,San Francisco,United States,Analytics,DCVC,150000000,0
Litify,Brooklyn,United States,Enterprise Software,Tiger Global Management,150000000,0
AlertMedia,Austin,United States,Enterprise Software,ATX Venture Partners,150000000,0
Genvid Technologies,New York,United States,eSports,Valor Equity Partners,150000000,0
Morty,New York,United States,Finance,Techstars,150000000,0
Parachute Home,Culver City,United States,Home Decor,Susa Ventures,150000000,0
Even Financial,New York,United States,Finance,Goldman Sachs,150000000,0
Italic,Los Angeles,United States,E-Commerce,Edward Lando,150000000,0
Flowspace,Los Angeles,United States,Logistics,Y Combinator,150000000,0
Universe,Brooklyn,United States,Mobile,General Catalyst,150000000,0
Primary,New York,United States,Children,U.S. Venture Partners,150000000,0
Ceres Imaging,Oakland,United States,Agriculture,Elemental Excelerator,150000000,0
ZEDEDA,San Jose,United States,Cloud Computing,Juniper Networks,150000000,0
LeapYear Technologies,San Francisco,United States,Analytics,Lightspeed Venture Partners,150000000,0
Molecular Assemblies,San Diego,United States,Biotechnology,National Science Foundation,150000000,0
Plus One Robotics,San Antonio,United States,Industrial Automation,Dynamo,150000000,0
Infoworks.io,Palo Alto,United States,Analytics,Nexus Venture Partners,150000000,0
Within (VR/AR),Los Angeles,United States,Apps,Andreessen Horowitz,150000000,0
Passport,San Francisco,United States,E-Commerce,Flexport,150000000,0
Xealth,Seattle,United States,Health Care,Novartis,150000000,0
Fuel50,Laguna Niguel,United States,Artificial Intelligence,Bonfire Ventures,150000000,0
Rhumbix,San Francisco,United States,Analytics,Autodesk,150000000,0
Alef Edge,New York,United States,Cloud Computing,Tata Capital,150000000,0
CrossBorder Solutions,St. Petersburg,United States,Financial Services,Insight Partners,150000000,0
Evident,Atlanta,United States,Cyber Security,Alumni Ventures,150000000,0
Eclypsium,Portland,United States,Cyber Security,Andreessen Horowitz,150000000,0
Cybrary,Riverdale,United States,Cyber Security,Cognizant,150000000,0
Espressive,Santa Clara,United States,Artificial Intelligence,Insight Partners,150000000,0
Bowery Valuation,New York,United States,Commercial Real Estate,Cushman & Wakefield,150000000,0
Abstract,San Francisco,United States,Apps,Lightspeed Venture Partners,150000000,0
OpsRamp,San Jose,United States,Cloud Infrastructure,Sapphire Ventures,150000000,0
Future Family,San Francisco,United States,Fertility,OurCrowd,150000000,0
SourceDay,Austin,United States,Enterprise Software,Alumni Ventures,150000000,0
Bellwether Coffee,Berkeley,United States,Coffee,HCVC,150000000,0
Cobalt,San Mateo,United States,Artificial Intelligence,Sequoia Capital,150000000,0
Flow Commerce,Hoboken,United States,E-Commerce,BoxGroup,150000000,0
Komprise,Campbell,United States,Analytics,Celesta Capital,150000000,0
Amino,San Francisco,United States,Employee Benefits,Techstars,150000000,0
mPulse Mobile,Encino,United States,Analytics,Bonfire Ventures,150000000,0
Stem Disintermedia,Los Angeles,United States,Content,Blockchain Capital,150000000,0
AirMap,Santa Monica,United States,Aerospace,Rakuten,150000000,0
Focal Systems,Burlingame,United States,Artificial Intelligence,Y Combinator,150000000,0
Catalog,Boston,United States,Analytics,IndieBio,150000000,0
Instana,Chicago,United States,Application Performance Management,Accel,150000000,0
Arevo,Milpitas,United States,3D Printing,Founders Fund,150000000,0
Survios,Los Angeles,United States,Gaming,Shasta Ventures,150000000,0
Civis Analytics,Chicago,United States,Analytics,Alumni Ventures,150000000,0
Rael,Los Angeles,United States,Beauty,Thrive Market,150000000,0
Scuba Analytics,Mountain View,United States,Analytics,DCVC,150000000,0
Hustle,San Francisco,United States,CRM,Twilio,150000000,0
Catalytic,Chicago,United States,Business Development,New Enterprise Associates,150000000,0
Automile,Palo Alto,United States,Automotive,Insight Partners,150000000,0
Juvo,San Francisco,United States,FinTech,Portfolia,150000000,0
inVia Robotics,Westlake Village,United States,E-Commerce,Qualcomm Ventures,150000000,0
Carrum Health,South San Francisco,United States,Health Care,Alchemist Accelerator,150000000,0
Tethr,Austin,United States,Analytics,Alumni Ventures,150000000,0
Obsidian Therapeutics,Cambridge,United States,Biotechnology,Bristol Myers Squibb,150000000,0
Vera,Palo Alto,United States,Cyber Security,Amplify Partners,150000000,0
FundGuard,New York,United States,Artificial Intelligence,Citi,150000000,0
Notable Labs,Foster City,United States,Biotechnology,Alumni Ventures,150000000,0
PeerNova,San Jose,United States,Analytics,Blockchain Capital,150000000,0
Lumiata,San Mateo,United States,Artificial Intelligence,Alumni Ventures,150000000,0
Peptilogics,Pittsburgh,United States,Biotechnology,Innovation Works,150000000,0
Darkstore,San Francisco,United States,Delivery,Cota Capital,150000000,0
Ursa Space Systems,Ithaca,United States,Analytics,New York Ventures,150000000,0
College Ave Student Loans,Wilmington,United States,Credit,Fenway Summer Ventures,150000000,0
iraLogix,Pittsburgh,United States,Accounting,Morningstar,150000000,0
Greenbits,San Jose,United States,Cannabis,Tiger Global Management,150000000,0
CuraSen Therapeutics,San Carlos,United States,Biotechnology,Longitude Capital,150000000,0
Bluestone Lane,New York,United States,Coffee,Apax Partners,150000000,0
Innit,Redwood City,United States,Health Care,Kevin Brown,150000000,0
Starcity,San Francisco,United States,Home Services,Kima Ventures,150000000,0
Advanced Microgrid Solutions,San Francisco,United States,Clean Energy,Energy Impact Partners,150000000,0
Rockets of Awesome,New York,United States,Children,General Catalyst,150000000,0
Foghorn Therapeutics,Cambridge,United States,Biopharma,Invus,150000000,0
ClearSky Data,Boston,United States,Cloud Computing,General Catalyst,150000000,0
Apploi,New York,United States,Health Care,OurCrowd,150000000,0
Metrc,Lakeland,United States,Cannabis,Tiger Global Management,150000000,0
DSP Concepts,Santa Clara,United States,Audio,Walden International,150000000,0
Metacrine,San Diego,United States,Biotechnology,ARCH Venture Partners,150000000,0
Expansion Therapeutics,San Diego,United States,Biotechnology,RA Capital Management,150000000,0
